restored,row,col,lat,lon,remoteness,gravity,cumulative_impacts_mean,cumulative_impacts_trend,baa_n,baa_mean,baa_trend,year_first_anomaly,number_of_anomalies_2100,coral_diversity
1,226,587,-23.0,113.5,0.8223964,0.16009852,0.7306705288994884,0.11994564945159505,9,2.138888888888889,0.013770913770913804,2018.0,37.0,310.0
1,213,56,-16.5,-152.0,7.903341,11.662942,0.8497905247638865,0.02214763450335784,0,1.2777777777777777,-0.002831402831402802,2076.0,2.0,175.0
1,147,600,16.5,120.0,0.042730417,1092.1227,1.6674059606898068,0.09248366486069498,5,1.6666666666666667,0.029858429858429885,2058.0,3.0,565.0
1,120,169,30.0,-95.5,0.013965554,18.947369,0.0,0.0,4,1.8888888888888888,0.02960102960102963,2017.0,48.0,2.0
1,195,439,-7.5,39.5,0.36576304,93.57506,0.8525914793013905,0.0904373548836354,3,1.7777777777777777,2.3418766925686896e-17,2052.0,11.0,277.0
1,176,609,2.0,124.5,0.10967594,245.35466,0.8538483357598042,0.10130959381408916,0,1.75,-0.003989703989703972,2026.0,7.0,571.0
1,162,609,9.0,124.5,0.07652731,1733.9453,1.3727395678235388,0.08751404135572641,0,1.4722222222222223,0.00476190476190479,2026.0,5.0,569.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,135,601,22.5,120.5,0.106255114,354.51343,1.3945687779897442,0.05307666006132922,4,1.7777777777777777,0.029343629343629364,2038.0,20.0,445.0
1,135,588,22.5,114.0,0.049122285,2137.64,2.6033881571016866,0.03953870177819313,9,2.111111111111111,0.038352638352638385,2038.0,43.0,76.0
1,133,602,23.5,121.0,0.14026669,298.7963,1.3490142417312283,0.053769064088423496,2,1.6111111111111112,0.023166023166023182,2071.0,5.0,412.0
1,129,196,25.5,-82.0,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,5,1.75,0.03333333333333334,2017.0,84.0,53.0
1,120,429,30.0,34.5,0.13291189,698.36365,3.117835036902265,0.14835205612365499,4,1.5555555555555556,0.047876447876447896,2030.0,28.0,302.0
1,196,592,-8.0,116.0,0.080799915,613.0208,0.9703139162249333,0.10573626456038754,6,2.1944444444444446,0.025096525096525116,2035.0,14.0,567.0
1,176,609,2.0,124.5,0.10967594,245.35466,0.8538483357598042,0.10130959381408916,0,1.75,-0.003989703989703972,2026.0,7.0,571.0
1,157,607,11.5,123.5,0.13450937,390.90408,1.196407698388529,0.13255941052418416,2,1.6944444444444444,0.014285714285714306,2026.0,4.0,571.0
1,147,600,16.5,120.0,0.042730417,1092.1227,1.6674059606898068,0.09248366486069498,5,1.6666666666666667,0.029858429858429885,2058.0,3.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,130,196,25.0,-82.0,0.26894066,104.96,1.2695409339417396,0.022518999332962947,7,1.8611111111111112,0.0366795366795367,2017.0,76.0,56.0
1,130,196,25.0,-82.0,0.26894066,104.96,1.2695409339417396,0.022518999332962947,7,1.8611111111111112,0.0366795366795367,2017.0,76.0,56.0
1,130,196,25.0,-82.0,0.26894066,104.96,1.2695409339417396,0.022518999332962947,7,1.8611111111111112,0.0366795366795367,2017.0,76.0,56.0
1,127,614,26.5,127.0,0.17442818,104.38543,0.9544863709544932,-0.007880422506820056,6,2.0,0.01544401544401547,2035.0,45.0,367.0
1,109,637,35.5,138.5,0.017788664,-9999.0,2.9505456715652887,-0.02443243923639371,8,1.9166666666666667,0.06602316602316606,2060.0,29.0,188.0
1,197,598,-8.5,119.0,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,4,1.8333333333333333,0.013127413127413157,2052.0,15.0,569.0
1,197,598,-8.5,119.0,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,4,1.8333333333333333,0.013127413127413157,2052.0,15.0,569.0
1,197,598,-8.5,119.0,0.14618756,80.949554,0.6848911145696713,0.06774372412751706,4,1.8333333333333333,0.013127413127413157,2052.0,15.0,569.0
1,144,206,18.0,-77.0,0.088772215,514.9375,1.5606721627311322,0.06726051736012993,3,1.5833333333333333,0.024839124839124864,2066.0,1.0,60.0
1,126,615,27.0,127.5,0.11053122,304.19617,1.1375705395528877,-0.018890371211719756,6,2.0555555555555554,0.015701415701415734,2033.0,34.0,367.0
1,109,637,35.5,138.5,0.017788664,-9999.0,2.9505456715652887,-0.02443243923639371,8,1.9166666666666667,0.06602316602316606,2060.0,29.0,188.0
1,76,368,52.0,4.0,0.031254705,-9999.0,4.802060119844762,0.03822913638723563,12,2.0833333333333335,0.0621621621621622,2021.0,84.0,0.0
1,190,598,-5.0,119.0,0.075512536,6721.5483,1.398243496850641,0.11289039638835346,2,1.8333333333333333,0.01853281853281856,2026.0,18.0,566.0
1,160,597,10.0,118.5,0.0798294,107.458694,1.1832497616782016,0.08366596278217255,1,1.5,0.017760617760617776,2026.0,34.0,569.0
1,154,561,13.0,100.5,0.06908581,657.9269,1.132028944955726,0.09046962164978722,0,1.4444444444444444,0.006692406692406715,2019.0,32.0,131.0
1,149,600,15.5,120.0,0.14037295,907.64703,1.6684355994326656,0.06712214016376747,3,1.6111111111111112,0.03449163449163451,2047.0,8.0,566.0
1,143,205,18.5,-77.5,0.064379655,1078.5613,2.1684242993677882,0.052746472376483444,0,1.3888888888888888,0.010296010296010318,2066.0,1.0,60.0
1,128,199,26.0,-80.5,0.049757298,4223.734,1.5808411441195693,0.045815046898232265,0,1.4166666666666667,0.018404118404118416,2060.0,14.0,57.0
1,124,198,28.0,-81.0,0.055451516,651.64233,0.0,0.0,1,1.2777777777777777,0.011325611325611348,2031.0,23.0,10.0
1,120,429,30.0,34.5,0.13291189,698.36365,3.117835036902265,0.14835205612365499,4,1.5555555555555556,0.047876447876447896,2030.0,28.0,302.0
1,197,718,-8.5,179.0,3.418318,14.57072,0.8016718747888014,0.003355329023906964,0,1.4722222222222223,-0.0034749034749034556,2067.0,12.0,355.0
1,184,602,-2.0,121.0,0.330474,37.125,2.430455494500083,0.08595407026348933,0,1.6666666666666667,0.006949806949806974,2089.0,1.0,562.0
1,177,567,1.5,103.5,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3611111111111112,-0.007335907335907314,2073.0,10.0,548.0
1,129,199,25.5,-80.5,0.13014986,371.27142,1.814475289311469,0.03817267255634024,0,1.5,0.026769626769626784,2031.0,19.0,56.0
1,127,614,26.5,127.0,0.17442818,104.38543,0.9544863709544932,-0.007880422506820056,6,2.0,0.01544401544401547,2035.0,45.0,367.0
1,164,557,8.0,98.5,0.14762029,109.39851,0.7779569004348807,0.055032891987965835,3,1.8888888888888888,0.01801801801801804,2047.0,20.0,351.0
1,152,456,14.0,48.0,0.25609335,130.61972,0.8757402705707552,0.05359811935821575,0,1.6388888888888888,0.00656370656370659,2030.0,66.0,220.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,144,225,18.0,-67.5,0.1599731,251.49376,1.52038613135125,0.11844752166567067,2,1.6388888888888888,0.020205920205920234,2066.0,7.0,57.0
1,143,230,18.5,-65.0,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,4,1.8611111111111112,0.030501930501930535,2067.0,1.0,55.0
1,128,463,26.0,51.5,0.08238332,462.72144,0.9273858757251839,0.07056245425143806,4,1.7222222222222223,0.00540540540540542,2024.0,43.0,107.0
1,196,590,-8.0,115.0,0.029916655,5519.8516,1.2700703800391322,0.07824091367233041,3,2.0,0.017503217503217525,2059.0,4.0,563.0
1,178,607,1.0,123.5,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,1,1.6944444444444444,-0.0027027027027026716,2068.0,2.0,569.0
1,178,607,1.0,123.5,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,1,1.6944444444444444,-0.0027027027027026716,2068.0,2.0,569.0
1,160,610,10.0,125.0,0.08532384,518.275,0.9460425594165414,0.09014617611061444,1,1.5555555555555556,0.0010296010296010393,2063.0,8.0,570.0
1,147,600,16.5,120.0,0.042730417,1092.1227,1.6674059606898068,0.09248366486069498,5,1.6666666666666667,0.029858429858429885,2058.0,3.0,565.0
1,137,186,21.5,-87.0,0.08128369,138.2411,1.817647061907213,0.07727503253508577,6,1.8333333333333333,0.03680823680823683,0.0,0.0,57.0
1,129,470,25.5,55.0,0.0388324,5003.043,1.260924322675671,0.04985968815479863,0,1.5,-0.010038610038610016,2039.0,52.0,106.0
1,127,199,26.5,-80.5,0.050284296,3670.3027,2.2271950939610345,0.039336722029408855,0,1.3055555555555556,0.006048906048906062,2051.0,13.0,55.0
1,120,429,30.0,34.5,0.13291189,698.36365,3.117835036902265,0.14835205612365499,4,1.5555555555555556,0.047876447876447896,2030.0,28.0,302.0
1,195,439,-7.5,39.5,0.36576304,93.57506,0.8525914793013905,0.0904373548836354,3,1.7777777777777777,2.3418766925686896e-17,2052.0,11.0,277.0
1,188,471,-4.0,55.5,4.610229,289.0818,0.4787705926527902,0.07351507432820252,3,1.5833333333333333,0.021492921492921514,2052.0,20.0,302.0
1,178,607,1.0,123.5,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,1,1.6944444444444444,-0.0027027027027026716,2068.0,2.0,569.0
1,178,607,1.0,123.5,0.27732182,119.54518,1.0452053042238483,0.08594524453649438,1,1.6944444444444444,-0.0027027027027026716,2068.0,2.0,569.0
1,159,559,10.5,99.5,0.339265,59.922848,0.6523530099470711,0.0785986947886303,2,1.6388888888888888,0.02612612612612615,2021.0,17.0,140.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,603,16.5,121.5,0.25579116,505.25,1.101621928516331,0.0685039306556891,8,1.8888888888888888,0.04581724581724584,2042.0,5.0,556.0
1,143,230,18.5,-65.0,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,4,1.8611111111111112,0.030501930501930535,2067.0,1.0,55.0
1,140,48,20.0,-156.0,0.80905735,40.406864,0.7824421557261716,-0.008188563628912293,2,1.0,0.017503217503217518,2049.0,34.0,60.0
1,139,632,20.5,136.0,4.0994563,0.0,0.7886456876711402,0.029441120914006316,3,1.8333333333333333,0.011583011583011612,2035.0,6.0,0.0
1,129,199,25.5,-80.5,0.13014986,371.27142,1.814475289311469,0.03817267255634024,0,1.5,0.026769626769626784,2031.0,19.0,56.0
1,129,199,25.5,-80.5,0.13014986,371.27142,1.814475289311469,0.03817267255634024,0,1.5,0.026769626769626784,2031.0,19.0,56.0
1,124,198,28.0,-81.0,0.055451516,651.64233,0.0,0.0,1,1.2777777777777777,0.011325611325611348,2031.0,23.0,10.0
1,124,198,28.0,-81.0,0.055451516,651.64233,0.0,0.0,1,1.2777777777777777,0.011325611325611348,2031.0,23.0,10.0
1,114,625,33.0,132.5,0.1278821,121.18346,1.6562387512848629,0.016976482934445508,7,1.8888888888888888,0.02522522522522524,2047.0,34.0,191.0
1,177,567,1.5,103.5,0.036108926,4086.7407,2.532525739124553,0.01748180848504005,0,1.3611111111111112,-0.007335907335907314,2073.0,10.0,548.0
1,164,556,8.0,98.0,0.07207023,288.13876,1.1173008833360323,0.10004374926323761,3,1.6944444444444444,0.018661518661518686,2047.0,20.0,339.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,143,226,18.5,-67.0,0.039697316,1048.9736,2.868694533625914,0.07692271266299977,1,1.4166666666666667,0.02072072072072073,2066.0,5.0,57.0
1,143,206,18.5,-77.0,0.09343825,413.7927,1.159481695258365,0.027909556097771043,0,1.4722222222222223,0.010939510939510958,2066.0,1.0,60.0
1,142,223,19.0,-68.5,0.122972235,310.7592,1.6313620121029595,0.06173760786160343,4,1.8333333333333333,0.023680823680823707,2067.0,3.0,58.0
1,141,151,19.5,-104.5,0.07376286,-9999.0,2.7747795080643054,0.04015965692550799,4,1.8333333333333333,0.03140283140283141,0.0,0.0,24.0
1,141,167,19.5,-96.5,0.050201584,5059.4146,2.3116736020416613,0.08568134677691641,2,1.6666666666666667,0.030630630630630665,2058.0,17.0,26.0
1,137,186,21.5,-87.0,0.08128369,138.2411,1.817647061907213,0.07727503253508577,6,1.8333333333333333,0.03680823680823683,0.0,0.0,57.0
1,131,608,24.5,124.0,0.9106416,1164.7289,0.818385901884705,0.010654098442385254,5,1.75,0.011196911196911219,2025.0,28.0,399.0
1,129,196,25.5,-82.0,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,5,1.75,0.03333333333333334,2017.0,84.0,53.0
1,124,198,28.0,-81.0,0.055451516,651.64233,0.0,0.0,1,1.2777777777777777,0.011325611325611348,2031.0,23.0,10.0
1,120,429,30.0,34.5,0.13291189,698.36365,3.117835036902265,0.14835205612365499,4,1.5555555555555556,0.047876447876447896,2030.0,28.0,302.0
1,120,429,30.0,34.5,0.13291189,698.36365,3.117835036902265,0.14835205612365499,4,1.5555555555555556,0.047876447876447896,2030.0,28.0,302.0
1,120,429,30.0,34.5,0.13291189,698.36365,3.117835036902265,0.14835205612365499,4,1.5555555555555556,0.047876447876447896,2030.0,28.0,302.0
1,196,590,-8.0,115.0,0.029916655,5519.8516,1.2700703800391322,0.07824091367233041,3,2.0,0.017503217503217525,2059.0,4.0,563.0
1,172,553,4.0,96.5,0.21706223,140.0072,1.1074220515871607,0.11946620053296847,1,1.5277777777777777,0.015057915057915077,0.0,0.0,539.0
1,172,553,4.0,96.5,0.21706223,140.0072,1.1074220515871607,0.11946620053296847,1,1.5277777777777777,0.015057915057915077,0.0,0.0,539.0
1,164,629,8.0,134.5,3.1932924,1.3550583,0.6949239433447061,0.08866105224414324,3,1.7777777777777777,0.0097812097812098,0.0,0.0,342.0
1,160,560,10.0,100.0,0.3356624,149.8669,0.8552571721795009,0.0880541586145145,1,1.5833333333333333,0.019433719433719455,2047.0,9.0,140.0
1,159,559,10.5,99.5,0.339265,59.922848,0.6523530099470711,0.0785986947886303,2,1.6388888888888888,0.02612612612612615,2021.0,17.0,140.0
1,157,211,11.5,-74.5,0.07675384,913.66724,1.6109844324554699,0.08475197940725514,5,1.9444444444444444,0.025225225225225252,2019.0,60.0,60.0
1,155,223,12.5,-68.5,0.48920146,67.277336,1.4154089678938035,0.10358824614149514,13,2.1944444444444446,0.04182754182754186,2022.0,10.0,62.0
1,155,223,12.5,-68.5,0.48920146,67.277336,1.4154089678938035,0.10358824614149514,13,2.1944444444444446,0.04182754182754186,2022.0,10.0,62.0
1,147,599,16.5,119.5,0.102151915,823.1727,1.281105281013879,0.09381470048286827,5,1.75,0.036164736164736186,2058.0,5.0,565.0
1,143,226,18.5,-67.0,0.039697316,1048.9736,2.868694533625914,0.07692271266299977,1,1.4166666666666667,0.02072072072072073,2066.0,5.0,57.0
1,143,230,18.5,-65.0,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,4,1.8611111111111112,0.030501930501930535,2067.0,1.0,55.0
1,143,204,18.5,-78.0,0.06998997,436.71524,2.0784857072934186,0.024864615784085664,0,1.3611111111111112,0.006563706563706588,2029.0,2.0,60.0
1,143,205,18.5,-77.5,0.064379655,1078.5613,2.1684242993677882,0.052746472376483444,0,1.3888888888888888,0.010296010296010318,2066.0,1.0,60.0
1,143,230,18.5,-65.0,0.34832406,763.3753,1.6129269525722107,0.06540732192255419,4,1.8611111111111112,0.030501930501930535,2067.0,1.0,55.0
1,143,204,18.5,-78.0,0.06998997,436.71524,2.0784857072934186,0.024864615784085664,0,1.3611111111111112,0.006563706563706588,2029.0,2.0,60.0
1,129,196,25.5,-82.0,0.29810607,324.0999,0.6285918838779749,0.019800061830491454,5,1.75,0.03333333333333334,2017.0,84.0,53.0
1,127,461,26.5,50.5,0.068251014,2216.9788,0.9986090476952747,0.07670477167809045,10,1.9722222222222223,0.008622908622908623,2024.0,37.0,107.0
1,127,199,26.5,-80.5,0.050284296,3670.3027,2.2271950939610345,0.039336722029408855,0,1.3055555555555556,0.006048906048906062,2051.0,13.0,55.0
1,124,198,28.0,-81.0,0.055451516,651.64233,0.0,0.0,1,1.2777777777777777,0.011325611325611348,2031.0,23.0,10.0
1,122,429,29.0,34.5,0.19387516,265.83218,1.7163239102812275,0.12853123451416404,10,1.9444444444444444,0.06254826254826258,2030.0,27.0,302.0
1,221,593,-20.5,116.5,1.1047757,1.8252428,0.8986572432277998,0.08524410635890575,10,2.2222222222222223,0.026254826254826277,2023.0,59.0,319.0
1,196,592,-8.0,116.0,0.080799915,613.0208,0.9703139162249333,0.10573626456038754,6,2.1944444444444446,0.025096525096525116,2035.0,14.0,567.0
1,196,592,-8.0,116.0,0.080799915,613.0208,0.9703139162249333,0.10573626456038754,6,2.1944444444444446,0.025096525096525116,2035.0,14.0,567.0
1,196,592,-8.0,116.0,0.080799915,613.0208,0.9703139162249333,0.10573626456038754,6,2.1944444444444446,0.025096525096525116,2035.0,14.0,567.0
